gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,County,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
3034945059,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,58e55535-6480-4901-bede-b6d4c5b88d46,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia,Argia apicalis,,SPECIES,"Argia apicalis Say, 1839",Argia apicalis,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,6/8/2018 0:00,8,6,2018,5051376,5051376,HUMAN_OBSERVATION,Odonata Central,,481407,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034942146,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,40d080ca-f817-49c1-9359-238fa7ce1c89,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma civile,,SPECIES,"Enallagma civile Hagen, 1861",Enallagma civile,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,6/8/2018 0:00,8,6,2018,5051321,5051321,HUMAN_OBSERVATION,Odonata Central,,481406,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034939346,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,31b3d29d-9733-4b71-b477-78bb8d05fb34,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia,Argia apicalis,,SPECIES,"Argia apicalis Say, 1839",Argia apicalis,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,8/3/2018 0:00,3,8,2018,5051376,5051376,HUMAN_OBSERVATION,Odonata Central,,487441,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034937538,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,1d29146c-04dc-4312-a1b1-849bb939eccc,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,Libellula luctuosa,,SPECIES,"Libellula luctuosa Burmeister, 1839",Libellula luctuosa,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,6/8/2018 0:00,8,6,2018,1427951,1427951,HUMAN_OBSERVATION,Odonata Central,,481404,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034928277,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,312623cd-4116-4b4e-ae29-567f60614c29,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Macromia,Macromia pacifica,,SPECIES,"Macromia pacifica Hagen, 1861",Macromia pacifica,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,8/3/2018 0:00,3,8,2018,1429871,1429871,HUMAN_OBSERVATION,Odonata Central,,487439,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034922604,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,06f919cd-be88-47a6-a9f2-78690cc78281,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia,Argia moesta,,SPECIES,"Argia moesta Hagen, 1861",Argia moesta,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,6/8/2018 0:00,8,6,2018,5051399,5051399,HUMAN_OBSERVATION,Odonata Central,,481412,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034920709,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,0978f2e5-7bf4-4403-8529-17238f70e2d4,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma civile,,SPECIES,"Enallagma civile Hagen, 1861",Enallagma civile,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,8/3/2018 0:00,3,8,2018,5051321,5051321,HUMAN_OBSERVATION,Odonata Central,,487450,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3035025712,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,faf313ce-e6a4-4584-b50b-d466e474d69c,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma civile,,SPECIES,"Enallagma civile Hagen, 1861",Enallagma civile,,US,Wise,Virginia,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,36.9772,-82.5659,,,,,,,6/15/2017 0:00,15,6,2017,5051321,5051321,HUMAN_OBSERVATION,Odonata Central,,484084,,,,CC_BY_NC_4_0,Odonata Central,Christian Bullion,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3035020223,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,ef555363-f145-459a-a881-f0e061e10924,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,Lestes vigilax,,SPECIES,"Lestes vigilax Hagen, 1862",Lestes vigilax,,US,Wise,Virginia,PRESENT,1,76591189-6f20-4784-8576-94eafe7a0aee,36.841995,-82.669599,,,,,,,6/17/2019 0:00,17,6,2019,5051542,5051542,HUMAN_OBSERVATION,Odonata Central,,891128,,,,CC_BY_NC_4_0,Odonata Central,Andrew Rapp,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034908932,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,fd8a36d4-174d-42f9-b8ab-fa4d7cc1d320,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,Phanogomphus exilis,,SPECIES,"Phanogomphus exilis Selys, 1854",Phanogomphus exilis,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,6/8/2018 0:00,8,6,2018,10821054,10821054,HUMAN_OBSERVATION,Odonata Central,,481414,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3035014072,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,fff4d528-76d1-4800-9369-12bdc24b69e1,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,Epitheca cynosura,,SPECIES,"Epitheca cynosura Say, 1839",Epitheca cynosura,,US,Wise,Virginia,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,36.9772,-82.5659,,,,,,,5/24/2018 0:00,24,5,2018,4302535,4302535,HUMAN_OBSERVATION,Odonata Central,,480315,,,,CC_BY_NC_4_0,Odonata Central,Christian Bullion,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3035013861,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,fad3a7de-3230-49d8-94da-85004e7b82b0,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,Celithemis verna,,SPECIES,"Celithemis verna Pritchard, 1935",Celithemis verna,,US,Wise,Virginia,PRESENT,1,76591189-6f20-4784-8576-94eafe7a0aee,36.841995,-82.669599,,,,,,,6/17/2019 0:00,17,6,2019,1428528,1428528,HUMAN_OBSERVATION,Odonata Central,,891129,,,,CC_BY_NC_4_0,Odonata Central,Andrew Rapp,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034900104,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,edfd9fb6-c6e8-471c-a3e9-db346f56b11c,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea,Tramea lacerata,,SPECIES,"Tramea lacerata Hagen, 1861",Tramea lacerata,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,6/8/2018 0:00,8,6,2018,1428475,1428475,HUMAN_OBSERVATION,Odonata Central,,481409,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3035004787,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,cb19f50a-fd55-4fa6-abbc-db49b553a535,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Calopteryx,Calopteryx maculata,,SPECIES,"Calopteryx maculata Palisot de Beauvois, 1807",Calopteryx maculata,,US,Wise,Virginia,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,36.9745,-82.5584,,,,,,,6/7/2017 0:00,7,6,2017,5052005,5052005,HUMAN_OBSERVATION,Odonata Central,,484086,,,,CC_BY_NC_4_0,Odonata Central,Christian Bullion,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3035003345,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,c0b7f028-7661-48b0-afcc-3c817ad440c1,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,Phanogomphus exilis,,SPECIES,"Phanogomphus exilis Selys, 1854",Phanogomphus exilis,,US,Wise,Virginia,PRESENT,1,76591189-6f20-4784-8576-94eafe7a0aee,36.888271,-82.616614,,,,,,,6/10/2019 0:00,10,6,2019,10821054,10821054,HUMAN_OBSERVATION,Odonata Central,,891112,,,,CC_BY_NC_4_0,Odonata Central,Andrew Rapp,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034887424,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,c2ef9069-190b-4ed5-b271-1a80c26e3377,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,Epitheca princeps,,SPECIES,"Epitheca princeps Hagen, 1861",Epitheca princeps,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,6/8/2018 0:00,8,6,2018,4302543,4302543,HUMAN_OBSERVATION,Odonata Central,,481411,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034884303,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,a6bf1384-7db0-4b3c-bf7d-6dfcbdca577b,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,Epitheca princeps,,SPECIES,"Epitheca princeps Hagen, 1861",Epitheca princeps,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,8/3/2018 0:00,3,8,2018,4302543,4302543,HUMAN_OBSERVATION,Odonata Central,,487442,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034879158,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,bb1aad86-f153-486f-bcca-b605941a0ece,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma signatum,,SPECIES,"Enallagma signatum Hagen, 1861",Enallagma signatum,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,8/3/2018 0:00,3,8,2018,5051305,5051305,HUMAN_OBSERVATION,Odonata Central,,487446,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034873486,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,92d952fe-cc35-43fa-a4c0-c9e4029b241f,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma geminatum,,SPECIES,"Enallagma geminatum Kellicott, 1895",Enallagma geminatum,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,6/8/2018 0:00,8,6,2018,5051299,5051299,HUMAN_OBSERVATION,Odonata Central,,481415,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034869110,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,a232c4d2-bcf9-4c1b-a55b-e1cf40e7936e,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma geminatum,,SPECIES,"Enallagma geminatum Kellicott, 1895",Enallagma geminatum,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,8/3/2018 0:00,3,8,2018,5051299,5051299,HUMAN_OBSERVATION,Odonata Central,,487445,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034859229,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,9005e041-30ee-46d3-a1a7-03b7b660dc43,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea,Tramea lacerata,,SPECIES,"Tramea lacerata Hagen, 1861",Tramea lacerata,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,8/3/2018 0:00,3,8,2018,1428475,1428475,HUMAN_OBSERVATION,Odonata Central,,487447,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034850461,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,637eb4ab-bf64-4c1c-a4ec-4bcc3b5ab5bf,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia,Argia tibialis,,SPECIES,"Argia tibialis Rambur, 1842",Argia tibialis,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,6/8/2018 0:00,8,6,2018,5051416,5051416,HUMAN_OBSERVATION,Odonata Central,,481408,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034848035,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,6f941e74-102f-4254-8385-8d7920289535,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Perithemis,Perithemis tenera,,SPECIES,"Perithemis tenera Say, 1839",Perithemis tenera,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,6/8/2018 0:00,8,6,2018,1428077,1428077,HUMAN_OBSERVATION,Odonata Central,,481416,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034811145,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,149d3ee7-de5d-4d56-8942-33b97ef57b74,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Pantala,Pantala flavescens,,SPECIES,"Pantala flavescens Fabricius, 1798",Pantala flavescens,,US,Guernsey,Ohio,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,39.9256,-81.43791,,,,,,,8/3/2018 0:00,3,8,2018,1427855,1427855,HUMAN_OBSERVATION,Odonata Central,,487444,,,,CC_BY_NC_4_0,Odonata Central,Jon Cefus,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
1914246565,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/16978025,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax,Anax junius,,SPECIES,"Anax junius Drury, 1773",Anax junius,,US,Guernsey,Ohio,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,39.960916,-81.586342,109,,,,,,9/27/2018 12:33,27,9,2018,5051741,5051741,HUMAN_OBSERVATION,iNaturalist,Observations,16978025,,Blake Bringhurst,9/27/2018 21:34,CC_BY_4_0,Blake Bringhurst,Blake Bringhurst,,,4/11/2021 7:36,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2294509196,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/28865614,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,Erythemis simplicicollis,,SPECIES,"Erythemis simplicicollis Say, 1839",Erythemis simplicicollis,,US,Guernsey,Ohio,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,40.000441,-81.584841,1398,,,,,,7/13/2019 16:46,13,7,2019,1429340,1429340,HUMAN_OBSERVATION,iNaturalist,Observations,28865614,,scoutingforplants,7/15/2019 14:08,CC_BY_NC_4_0,scoutingforplants,scoutingforplants,,,4/11/2021 7:02,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3034981715,3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,96335fcb-f548-4788-ae1a-fa4dd604b34b,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea,Tramea lacerata,,SPECIES,"Tramea lacerata Hagen, 1861",Tramea lacerata,,US,Wise,Virginia,PRESENT,,76591189-6f20-4784-8576-94eafe7a0aee,36.9772,-82.5659,,,,,,,7/5/2017 0:00,5,7,2017,1428475,1428475,HUMAN_OBSERVATION,Odonata Central,,481241,,,,CC_BY_NC_4_0,Odonata Central,Christian Bullion,,,4/11/2021 14:55,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
